x,y,site_id,date,water_year,water_day,swe,year,peak_swe,sm50_swe,peak_date,peak_day,peak_met,sm50_day,sm50_date,sm50_met,apr1_swe,ptile_swe,wy_n,elev_ft,latitude,longitude,site_name,sntl_id,d_peak,d_sm50,d_apr1,d_swe,apr1_x,apr1_y,peak_x,peak_y,sm50_x,sm50_y
181.93,89.97,836,2021-03-22,2021,173,38.1,2021,38.1,19.05,2021-03-22,173,TBD,173,2021-03-22,TBD,38.1,0.6666666666666666,30,6400,46.14,-114.51,Twin Lakes,SNTL:836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.22,56.94,847,2021-03-22,2021,173,8.2,2021,8.2,4.1,2021-03-22,173,TBD,173,2021-03-22,TBD,8.2,0.26666666666666666,30,5600,47.92,-112.79,Waldron,SNTL:847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.47,91.01,850,2021-03-22,2021,173,20.9,2021,20.9,10.45,2021-03-22,173,TBD,173,2021-03-22,TBD,20.9,0.7666666666666667,30,7800,46.27,-113.16,Warm Springs,SNTL:850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226.62,131.69,858,2021-03-22,2021,173,13.3,2021,13.3,6.65,2021-03-22,173,TBD,173,2021-03-22,TBD,13.3,0.4666666666666667,30,6800,44.61,-111.15,Whiskey Creek,SNTL:858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246.96,125.15,862,2021-03-22,2021,173,24.1,2021,24.1,12.05,2021-03-22,173,TBD,173,2021-03-22,TBD,24.1,0.7,30,8700,45.05,-109.91,White Mill,SNTL:862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212.15,66.85,876,2021-03-22,2021,173,7.1,2021,7.2,3.6,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,7.1,0.23333333333333334,30,5960,47.45,-112.81,Wood Creek,SNTL:876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222.21,92.72,893,2021-03-22,2021,173,6.2,2021,6.5,3.25,2021-03-16,167,2021-03-16,173,2021-03-22,TBD,6.2,0,22,6880,46.35,-111.85,Tizer Basin,SNTL:893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194.02,73.38,901,2021-03-22,2021,173,26.3,2021,26.3,13.15,2021-03-22,173,TBD,173,2021-03-22,TBD,26.3,NA,16,7400,47,-113.93,Stuart Mountain,SNTL:901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.25,80.6,903,2021-03-22,2021,173,13.5,2021,13.5,6.75,2021-03-22,173,TBD,173,2021-03-22,TBD,13.5,NA,16,7020,46.84,-112.51,Nevada Ridge,SNTL:903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217.86,108.46,916,2021-03-22,2021,173,13,2021,13,6.5,2021-03-22,173,TBD,173,2021-03-22,TBD,13,NA,14,8300,45.6,-111.96,Albro Lake,SNTL:916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260.56,58.98,917,2021-03-22,2021,173,4.2,2021,5.4,2.7,2021-03-13,164,2021-03-13,173,2021-03-22,TBD,4.2,0.43333333333333335,30,4700,48.17,-109.65,Rocky Boy,SNTL:917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175.21,26.13,918,2021-03-22,2021,173,8.4,2021,8.5,4.25,2021-03-14,165,2021-03-14,173,2021-03-22,TBD,8.4,0.36666666666666664,30,4250,48.98,-115.82,Garver Creek,SNTL:918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245.85,89.49,919,2021-03-22,2021,173,8.4,2021,8.4,4.2,2021-03-22,173,TBD,173,2021-03-22,TBD,8.4,NA,NA,7600,46.67,-110.33,Daisy Peak,SNTL:919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227.71,130.76,924,2021-03-22,2021,173,10.1,2021,10.1,5.05,2021-03-22,173,TBD,173,2021-03-22,TBD,10.1,0.5,30,6700,44.66,-111.09,West Yellowstone,SNTL:924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234.26,105.22,929,2021-03-22,2021,173,12.4,2021,12.4,6.2,2021-03-22,173,TBD,173,2021-03-22,TBD,12.4,NA,11,6550,45.87,-110.93,Sacajawea,SNTL:929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199.7,93.58,930,2021-03-22,2021,173,8.7,2021,8.7,4.35,2021-03-22,173,TBD,173,2021-03-22,TBD,8.7,0.5666666666666667,30,7200,46.13,-113.31,Peterson Meadows,SNTL:930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174.3,44.59,932,2021-03-22,2021,173,28.7,2021,28.7,14.35,2021-03-22,173,TBD,173,2021-03-22,TBD,28.7,NA,19,5100,48.13,-115.62,Poorman Creek,SNTL:932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254.38,122.06,981,2021-03-22,2021,173,4.3,2021,4.3,2.15,2021-03-22,173,TBD,173,2021-03-22,TBD,4.3,NA,9,5880,45.24,-109.46,Burnt Mtn,SNTL:981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197.95,354.89,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7640,34.31,-110.75,Heber,SNTL:519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183.99,331.4,1121,2021-03-22,2021,173,0.1,2021,2.6,1.3,2021-02-02,125,2021-02-02,135,2021-02-12,2021-02-12,0.1,NA,2,7350,35.27,-111.74,Fort Valley,SNTL:1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186.92,338.53,1125,2021-03-22,2021,173,7.3,2021,7.6,3.8,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,7.3,NA,2,8500,34.97,-111.51,Mormon Mtn Summit,SNTL:1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.75,367.89,1127,2021-03-22,2021,173,0,2021,0.9,0.45,2021-02-20,143,2021-02-20,145,2021-02-22,2021-02-22,0,NA,2,8500,33.9,-109.16,Nutrioso,SNTL:1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178.4,330.68,1139,2021-03-22,2021,173,0.9,2021,3,1.5,2021-02-02,125,2021-02-02,160,2021-03-09,2021-03-09,0.9,NA,1,7100,35.26,-112.06,Chalender,SNTL:1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187.39,349.88,1140,2021-03-22,2021,173,11.1,2021,11.3,5.65,2021-03-18,169,2021-03-18,173,2021-03-22,TBD,11.1,NA,1,7700,34.46,-111.38,Baker Butte Smt,SNTL:1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233.8,315.58,1143,2021-03-22,2021,173,5.1,2021,6.7,3.35,2021-02-23,146,2021-02-23,173,2021-03-22,TBD,5.1,NA,1,9200,36.33,-109.06,Beaver Spring,SNTL:1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184.79,340.61,1212,2021-03-22,2021,173,0.5,2021,3.9,1.95,2021-02-01,124,2021-02-01,143,2021-02-20,2021-02-20,0.5,NA,NA,6393,34.86,-111.61,Bar M,SNTL:1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.15,364.84,1271,2021-03-22,2021,173,8.7,2021,8.7,4.35,2021-03-22,173,TBD,173,2021-03-22,TBD,8.7,NA,NA,8300,33.97,-109.77,Hawley Lake,SNTL:1271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186.87,349.8,308,2021-03-22,2021,173,1.2,2021,5.4,2.7,2021-02-01,124,2021-02-01,158,2021-03-07,2021-03-07,1.2,0.4,30,7300,34.46,-111.41,Baker Butte,SNTL:308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.97,365.31,310,2021-03-22,2021,173,0,2021,2.1,1.05,2021-02-02,125,2021-02-02,134,2021-02-11,2021-02-11,0,0.13333333333333333,30,9125,33.98,-109.5,Baldy,SNTL:310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224.63,370.07,416,2021-03-22,2021,173,0,2021,1.5,0.75,2021-02-21,144,2021-02-21,147,2021-02-24,2021-02-24,0,0.5,30,8400,33.8,-109.15,Coronado Trail,SNTL:416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.53,335.42,488,2021-03-22,2021,173,3.3,2021,5.6,2.8,2021-02-24,147,2021-02-24,162,2021-03-11,2021-03-11,3.3,0.6,30,7200,35.07,-111.84,Fry,SNTL:488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221.33,372.91,511,2021-03-22,2021,173,0.9,2021,3.5,1.75,2021-02-21,144,2021-02-21,158,2021-03-07,2021-03-07,0.9,0.1,30,9020,33.65,-109.31,Hannagan Meadows,SNTL:511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219.49,366.71,617,2021-03-22,2021,173,0,2021,2.4,1.2,2021-02-27,150,2021-02-27,159,2021-03-08,2021-03-08,0,0.1,30,9200,33.92,-109.46,Maverick Fork,SNTL:617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186.64,339.14,640,2021-03-22,2021,173,1,2021,5.5,2.75,2021-02-03,126,2021-02-03,157,2021-03-06,2021-03-06,1,0.3333333333333333,30,7500,34.94,-111.52,Mormon Mountain,SNTL:640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193.58,352.87,705,2021-03-22,2021,173,4.2,2021,6.8,3.4,2021-02-14,137,2021-02-14,173,2021-03-22,TBD,4.2,0.25,28,7930,34.37,-111.01,Promontory,SNTL:705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176.4,332.99,861,2021-03-22,2021,173,0,2021,4.5,2.25,2021-02-02,125,2021-02-02,147,2021-02-24,2021-02-24,0,0.3333333333333333,30,7180,35.14,-112.15,White Horse Lake,SNTL:861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218.64,370.11,866,2021-03-22,2021,173,0,2021,1.5,0.75,2021-02-02,125,2021-02-02,128,2021-02-05,2021-02-05,0,0.34615384615384615,26,7850,33.76,-109.48,Wildcat,SNTL:866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193.26,365.19,877,2021-03-22,2021,173,0.1,2021,5.1,2.55,2021-02-01,124,2021-02-01,133,2021-02-10,2021-02-10,0.1,0.4666666666666667,30,6900,33.81,-110.92,Workman Creek,SNTL:877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223.05,372.28,902,2021-03-22,2021,173,0,2021,1.8,0.9,2021-02-01,124,2021-02-01,127,2021-02-04,2021-02-04,0,NA,16,7990,33.69,-109.22,Beaver Head,SNTL:902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185.81,330.15,927,2021-03-22,2021,173,14.4,2021,14.9,7.45,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,14.4,NA,13,9730,35.34,-111.65,Snowslide Canyon,SNTL:927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187.89,343.55,969,2021-03-22,2021,173,4.4,2021,5.5,2.75,2021-03-18,169,2021-03-18,173,2021-03-22,TBD,4.4,NA,11,7630,34.75,-111.41,Happy Jack,SNTL:969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300.15,295.27,1005,2021-03-22,2021,173,12.9,2021,13.2,6.6,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,12.9,NA,10,10650,37.61,-105.37,Ute Creek,SNTL:1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293.99,246.49,1014,2021-03-22,2021,173,9.4,2021,9.5,4.75,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,9.4,NA,9,8940,39.8,-106.03,Middle Fork Camp,SNTL:1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290.03,233.97,1030,2021-03-22,2021,173,19.5,2021,19.5,9.75,2021-03-22,173,TBD,173,2021-03-22,TBD,19.5,NA,8,10960,40.35,-106.35,Arapaho Ridge,SNTL:1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296.52,233.56,1031,2021-03-22,2021,173,16.7,2021,16.7,8.35,2021-03-22,173,TBD,173,2021-03-22,TBD,16.7,NA,8,10280,40.4,-105.96,Never Summer,SNTL:1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296.42,226.74,1032,2021-03-22,2021,173,10.9,2021,11,5.5,2021-03-21,172,2021-03-21,173,2021-03-22,TBD,10.9,NA,8,9020,40.71,-106.01,Rawah,SNTL:1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287.02,223.96,1033,2021-03-22,2021,173,21.8,2021,21.8,10.9,2021-03-22,173,TBD,173,2021-03-22,TBD,21.8,NA,8,9340,40.79,-106.6,Zirkel,SNTL:1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285.11,249.92,1040,2021-03-22,2021,173,9.3,2021,9.4,4.7,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,9.3,NA,8,9480,39.6,-106.54,Mccoy Park,SNTL:1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285.61,249.98,1041,2021-03-22,2021,173,8.1,2021,8.1,4.05,2021-03-22,173,TBD,173,2021-03-22,TBD,8.1,NA,7,8500,39.6,-106.51,Beaver Ck Village,SNTL:1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301.96,238.52,1042,2021-03-22,2021,173,13.7,2021,13.7,6.85,2021-03-22,173,TBD,173,2021-03-22,TBD,13.7,NA,NA,9560,40.2,-105.6,Wild Basin,SNTL:1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307.89,268.11,1057,2021-03-22,2021,173,3.9,2021,3.9,1.95,2021-03-22,173,TBD,173,2021-03-22,TBD,3.9,NA,6,11460,38.88,-105.07,Glen Cove,SNTL:1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279.96,296.22,1058,2021-03-22,2021,173,7.3,2021,7.3,3.65,2021-03-22,173,TBD,173,2021-03-22,TBD,7.3,NA,6,11620,37.47,-106.54,Grayback,SNTL:1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280.62,281.11,1059,2021-03-22,2021,173,5.5,2021,5.5,2.75,2021-03-22,173,TBD,173,2021-03-22,TBD,5.5,NA,6,10020,38.16,-106.6,Cochetopa Pass,SNTL:1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253.39,292.38,1060,2021-03-22,2021,173,11.8,2021,11.8,5.9,2021-03-22,173,TBD,173,2021-03-22,TBD,11.8,NA,6,10720,37.5,-108.11,Sharkstooth,SNTL:1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278.52,239.05,1061,2021-03-22,2021,173,9.5,2021,9.5,4.75,2021-03-22,173,TBD,173,2021-03-22,TBD,9.5,NA,6,9080,40.06,-107.01,Bear River,SNTL:1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285.78,269.8,1100,2021-03-22,2021,173,9.1,2021,9.1,4.55,2021-03-22,173,TBD,173,2021-03-22,TBD,9.1,NA,3,10540,38.7,-106.37,Saint Elmo,SNTL:1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282.8,257.15,1101,2021-03-22,2021,173,12,2021,12,6,2021-03-22,173,TBD,173,2021-03-22,TBD,12,NA,3,10110,39.26,-106.63,Chapman Tunnel,SNTL:1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293.54,279.65,1102,2021-03-22,2021,173,12.3,2021,12.3,6.15,2021-03-22,173,TBD,173,2021-03-22,TBD,12.3,NA,3,10720,38.29,-105.85,Hayden Pass,SNTL:1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287.72,244.49,1120,2021-03-22,2021,173,17.8,2021,17.8,8.9,2021-03-22,173,TBD,173,2021-03-22,TBD,17.8,NA,1,10520,39.86,-106.42,Elliot Ridge,SNTL:1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302.31,230.21,1122,2021-03-22,2021,173,11.9,2021,11.9,5.95,2021-03-22,173,TBD,173,2021-03-22,TBD,11.9,NA,2,9380,40.58,-105.63,Hourglass Lake,SNTL:1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280.83,285.32,1124,2021-03-22,2021,173,7.4,2021,7.4,3.7,2021-03-22,173,TBD,173,2021-03-22,TBD,7.4,NA,2,11140,37.97,-106.56,Moon Pass,SNTL:1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284.8,278.72,1128,2021-03-22,2021,173,11.5,2021,11.5,5.75,2021-03-22,173,TBD,173,2021-03-22,TBD,11.5,NA,2,11530,38.29,-106.37,Sargents Mesa,SNTL:1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280.14,262.79,1141,2021-03-22,2021,173,12.5,2021,12.5,6.25,2021-03-22,173,TBD,173,2021-03-22,TBD,12.5,NA,1,10640,38.99,-106.75,Upper Taylor,SNTL:1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266.84,293.61,1160,2021-03-22,2021,173,15.8,2021,16.3,8.15,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,15.8,NA,NA,10740,37.52,-107.32,Weminuche Creek,SNTL:1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302.51,223.42,1161,2021-03-22,2021,173,11.8,2021,11.8,5.9,2021-03-22,173,TBD,173,2021-03-22,TBD,11.8,NA,NA,8920,40.89,-105.66,Black Mountain,SNTL:1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253.02,285.94,1185,2021-03-22,2021,173,15.4,2021,15.4,7.7,2021-03-22,173,TBD,173,2021-03-22,TBD,15.4,NA,NA,11580,37.79,-108.18,Black Mesa,SNTL:1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296.79,245.24,1186,2021-03-22,2021,173,16.5,2021,16.5,8.25,2021-03-22,173,TBD,173,2021-03-22,TBD,16.5,NA,NA,11150,39.87,-105.87,Fool Creek,SNTL:1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299.14,241.75,1187,2021-03-22,2021,173,16.5,2021,16.5,8.25,2021-03-22,173,TBD,173,2021-03-22,TBD,16.5,NA,NA,10620,40.04,-105.75,High Lonesome,SNTL:1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267.1,285.71,1188,2021-03-22,2021,173,9,2021,9,4.5,2021-03-22,173,TBD,173,2021-03-22,TBD,9,NA,NA,11100,37.88,-107.36,Wager Gulch,SNTL:1188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301.99,239.84,1251,2021-03-22,2021,173,20.3,2021,20.3,10.15,2021-03-22,173,TBD,173,2021-03-22,TBD,20.3,NA,NA,9620,40.14,-105.59,Sawtooth,SNTL:1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278.93,222.81,1252,2021-03-22,2021,173,14.7,2021,14.8,7.4,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,14.7,NA,NA,8780,40.8,-107.1,Elkhead Divide,SNTL:1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304.66,301.86,303,2021-03-22,2021,173,7,2021,7.9,3.95,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,7,0.5333333333333333,30,10000,37.33,-105.07,Apishapa,SNTL:303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301.38,236.05,322,2021-03-22,2021,173,16.9,2021,16.9,8.45,2021-03-22,173,TBD,173,2021-03-22,TBD,16.9,0.7666666666666667,30,9500,40.31,-105.65,Bear Lake,SNTL:322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264.12,289.09,327,2021-03-22,2021,173,18.4,2021,18.4,9.2,2021-03-22,173,TBD,173,2021-03-22,TBD,18.4,0.35714285714285715,28,11600,37.71,-107.51,Beartown,SNTL:327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298.11,246.92,335,2021-03-22,2021,173,16.8,2021,16.8,8.4,2021-03-22,173,TBD,173,2021-03-22,TBD,16.8,0.43333333333333335,30,11300,39.8,-105.78,Berthoud Summit,SNTL:335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272.01,244.88,345,2021-03-22,2021,173,20,2021,20,10,2021-03-22,173,TBD,173,2021-03-22,TBD,20,0.28,25,10880,39.76,-107.36,Bison Lake,SNTL:345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283.88,261.01,369,2021-03-22,2021,173,10,2021,10,5,2021-03-22,173,TBD,173,2021-03-22,TBD,10,0.6666666666666666,30,10600,39.09,-106.54,Brumley,SNTL:369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268.38,241.8,378,2021-03-22,2021,173,12,2021,12,6,2021-03-22,173,TBD,173,2021-03-22,TBD,12,0.23333333333333334,30,9400,39.88,-107.6,Burro Mountain,SNTL:378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276.56,264.58,380,2021-03-22,2021,173,10.5,2021,10.5,5.25,2021-03-22,173,TBD,173,2021-03-22,TBD,10.5,0.26666666666666666,30,10160,38.89,-106.95,Butte,SNTL:380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258.88,289.77,386,2021-03-22,2021,173,8.4,2021,9.8,4.9,2021-03-17,168,2021-03-17,173,2021-03-22,TBD,8.4,0.23333333333333334,30,8880,37.65,-107.81,Cascade,SNTL:386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259.08,289.57,387,2021-03-22,2021,173,4.9,2021,7.2,3.6,2021-03-06,157,2021-03-06,173,2021-03-22,TBD,4.9,0.15,20,8920,37.66,-107.8,Cascade #2,SNTL:387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286.05,232.65,408,2021-03-22,2021,173,21.2,2021,21.3,10.65,2021-03-21,172,2021-03-21,173,2021-03-22,TBD,21.2,0.4,30,9160,40.39,-106.6,Columbine,SNTL:408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251.43,271.84,409,2021-03-22,2021,173,13.5,2021,13.9,6.95,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,13.5,0.25,24,9400,38.42,-108.38,Columbine Pass,SNTL:409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302.47,238.35,412,2021-03-22,2021,173,4.6,2021,5.3,2.65,2021-03-18,169,2021-03-18,173,2021-03-22,TBD,4.6,0.6896551724137931,29,8600,40.21,-105.57,Copeland Lake,SNTL:412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290.96,252.98,415,2021-03-22,2021,173,11.4,2021,11.4,5.7,2021-03-22,173,TBD,173,2021-03-22,TBD,11.4,0.3,30,10550,39.49,-106.17,Copper Mountain,SNTL:415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277.98,236.57,426,2021-03-22,2021,173,10,2021,10,5,2021-03-22,173,TBD,173,2021-03-22,TBD,10,0.5,24,9100,40.17,-107.06,Crosho,SNTL:426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302.19,304.26,430,2021-03-22,2021,173,17.8,2021,18.1,9.05,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,17.8,1,30,10500,37.21,-105.2,Culebra #2,SNTL:430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280.41,306.17,431,2021-03-22,2021,173,22.5,2021,22.6,11.3,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,22.5,0.3333333333333333,30,10040,37.02,-106.45,Cumbres Trestle,SNTL:431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300.54,224.97,438,2021-03-22,2021,173,17.9,2021,17.9,8.95,2021-03-22,173,TBD,173,2021-03-22,TBD,17.9,0.9,30,10220,40.81,-105.77,Deadman Hill,SNTL:438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283.46,229.28,457,2021-03-22,2021,173,16.4,2021,16.9,8.45,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,16.4,0.2,30,8400,40.53,-106.78,Dry Lake,SNTL:457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255.72,286.29,465,2021-03-22,2021,173,11.5,2021,11.8,5.9,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,11.5,0.4583333333333333,24,10000,37.79,-108.02,El Diente Peak,SNTL:465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281.17,221.97,467,2021-03-22,2021,173,15.5,2021,15.6,7.8,2021-03-20,171,2021-03-20,173,2021-03-22,TBD,15.5,0.23333333333333334,30,8700,40.85,-106.97,Elk River,SNTL:467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290.21,255.32,485,2021-03-22,2021,173,12.5,2021,12.5,6.25,2021-03-22,173,TBD,173,2021-03-22,TBD,12.5,0.2,30,11400,39.38,-106.2,Fremont Pass,SNTL:485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296.29,250.03,505,2021-03-22,2021,173,12.6,2021,12.6,6.3,2021-03-22,173,TBD,173,2021-03-22,TBD,12.6,0.3,30,11100,39.65,-105.87,Grizzly Peak,SNTL:505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292.48,256.01,531,2021-03-22,2021,173,12.4,2021,12.4,6.2,2021-03-22,173,TBD,173,2021-03-22,TBD,12.4,0.3333333333333333,30,11400,39.36,-106.06,Hoosier Pass,SNTL:531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261.84,283.97,538,2021-03-22,2021,173,11.6,2021,11.6,5.8,2021-03-22,173,TBD,173,2021-03-22,TBD,11.6,0.4,30,9800,37.93,-107.68,Idarado,SNTL:538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282.69,261.1,542,2021-03-22,2021,173,13.3,2021,13.3,6.65,2021-03-22,173,TBD,173,2021-03-22,TBD,13.3,0.23333333333333334,30,10600,39.08,-106.61,Independence Pass,SNTL:542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284.2,256.64,547,2021-03-22,2021,173,14.2,2021,14.2,7.1,2021-03-22,173,TBD,173,2021-03-22,TBD,14.2,NA,19,10400,39.29,-106.55,Ivanhoe,SNTL:547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297.96,230.86,551,2021-03-22,2021,173,18.7,2021,18.7,9.35,2021-03-22,173,TBD,173,2021-03-22,TBD,18.7,0.4666666666666667,30,10120,40.53,-105.89,Joe Wright,SNTL:551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283.28,255.88,556,2021-03-22,2021,173,10.4,2021,10.4,5.2,2021-03-22,173,TBD,173,2021-03-22,TBD,10.4,0.43333333333333335,30,9600,39.32,-106.61,Kiln,SNTL:556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301.55,244.19,564,2021-03-22,2021,173,11.5,2021,11.5,5.75,2021-03-22,173,TBD,173,2021-03-22,TBD,11.5,0.5333333333333333,30,9700,39.94,-105.59,Lake Eldora,SNTL:564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298.83,233.59,565,2021-03-22,2021,173,19.1,2021,19.1,9.55,2021-03-22,173,TBD,173,2021-03-22,TBD,19.1,0.23333333333333334,30,10700,40.41,-105.82,Lake Irene,SNTL:565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279.57,298.16,580,2021-03-22,2021,173,13,2021,13.6,6.8,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,13,0.4666666666666667,30,11000,37.38,-106.55,Lily Pond,SNTL:580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257.43,286.28,586,2021-03-22,2021,173,12.2,2021,12.6,6.3,2021-03-19,170,2021-03-19,173,2021-03-22,TBD,12.2,0.3,30,10200,37.8,-107.92,Lizard Head Pass,SNTL:586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
