"site_water_day","site_6614800","site_6746095","site_7083000","site_9022000","site_9024000","site_9025000","site_9025300","site_9026500","site_9032000","site_9032100","site_9034900","site_9035500","site_9035700","site_9035900","site_9046490","site_9047700","site_9051050","site_9063900","site_9064000","site_9065100","site_9065500","site_9066000","site_9066200","site_9066300","site_9067000","site_9067200","site_9074000","site_9132995","site_9134000","site_9306242","site_9358550"
113,246.95,216.08,124.33,188.09,159.84,141.17,101.29,116.98,127.26,184.44,111.73,112.38,114.92,119.04,122.95,67.65,96.16,131.5,126.3,125.6,139.41,132.74,129.17,103.7,112.72,112.26,116.68,63.04,64.1,9.49,196.19
114,259.95,232.31,142.69,191.41,165.11,147.28,108.7,126.09,134.3,197.07,118.94,119.66,122.42,127.65,132.76,77.16,106.37,149.05,142.93,141.5,151.04,146.1,141.88,116.7,127.69,128.55,137.76,75.2,64.84,25,222.69
115,267.74,238.13,146.9,195.01,166.27,150.67,111.5,128.71,133.95,197.07,122.8,123.51,126.01,130.85,134.88,76.15,107.62,153.98,147.47,145.92,155.61,149.43,146.79,121.88,131.81,132.5,142.71,95.89,93.16,24.02,234.64
116,266.63,228.11,141.66,195.31,167.04,150.89,111.5,129.36,135.14,199.96,123.76,124.28,127.15,133.39,137.12,82.47,113.48,157.67,150.38,148.68,158.4,153.48,148.98,124.41,134.35,135.19,145.4,101.57,98.95,23.84,238.05
117,268.63,232.24,144.67,198.85,168.78,151.98,111.5,129.43,135.45,200.14,123.84,124.55,127.94,132.73,137.52,75.94,107.51,158.57,151.13,150.18,158.75,152.17,150.69,125.29,135.96,136.74,146.52,91.11,79.03,17.98,238.6
118,267.53,236.97,139.91,196.14,165.22,152.45,111.51,130.52,135.95,202.61,127.84,127.86,130.67,134.82,128.35,69.69,108,160.38,152.33,150.64,158.04,151.17,150.69,125.36,135.96,137.05,148.02,93.36,77.46,18,239.59
119,271.53,238.7,164.08,205.85,174.8,158.74,116.51,136.65,140.31,209.18,134.83,134.89,137.62,145.68,147.31,100,131.85,171.18,162.82,161.4,171,166.85,163.16,136.56,146.48,147.22,155.22,94.44,81.59,19.2,243.23
120,271.53,239.39,164.36,204.51,171.02,159.31,116.51,136.52,139.55,209.03,134.87,134.82,137.39,143.88,148.95,86.45,121.15,171.39,163.54,162.23,171.9,165.66,164.12,137.63,148.11,148.59,157.16,91.23,77.59,21.82,251.46
121,270.63,239.62,147.46,200.39,165.72,158.62,117.72,137.87,137.83,209.13,136.07,135.88,138.29,145.01,144.8,82.72,123.03,172.88,161.83,164.96,174.3,167.49,166.12,139.63,151.83,151.47,157.87,108.31,109.51,20.83,250.29
122,268.74,237.84,155.91,201.61,167.41,159.14,117.72,137.8,138.13,208.88,135.87,135.74,138.23,143.76,152.02,83.43,118.73,175.11,166.78,165.47,173.59,167.24,166.12,139.63,151.83,151.78,158.41,107.08,106.33,21.09,250.41
123,264.84,234.25,152.44,202.45,168.12,159.58,117.72,137.91,139.26,209.3,135.87,135.76,138.23,143.46,140.06,76.78,117.64,175.11,166.5,165.47,172.97,165.92,166.12,139.63,151.83,151.78,158.64,108.86,108.25,21.03,249.14
124,273.47,250.56,152.58,202.47,168.5,159.64,117.72,137.91,139.77,209.33,135.66,135.68,138.2,143.4,151.74,82.23,117.15,175.11,166.28,165.42,172.25,165.34,166.12,139.63,151.83,151.78,158.64,107.18,107.11,20.6,249.14
125,273.47,250.56,152.88,202.9,168.8,159.88,117.72,137.98,140,209.56,137.12,136.46,138.56,143.7,151.14,81.43,117.29,175.11,166.67,165.42,172.39,165.34,166.12,139.63,151.83,151.78,158.11,107.66,107,19.38,251.19
126,280.16,255.63,165.67,208.93,175.97,162.8,119.52,138.82,145.51,215.85,138.16,137.5,139.2,143.71,153.81,82.74,117.69,175.11,166.82,165.47,172.37,165.79,166.12,139.63,151.83,151.79,158.95,92.13,75.17,21.51,257.59
127,280.37,255.91,166.74,205.25,169.67,163.51,121.31,140.31,143.81,220.03,139.81,139.24,140.92,145.16,155.22,84.14,119.15,175.11,166.82,165.42,172.39,165.41,166.12,139.63,151.83,151.78,159.69,91.73,75.73,18.33,258.56
128,268.53,235.51,165.26,206.16,170.18,163.22,121.31,139.93,140.02,213.26,140.36,139.65,141.12,145.35,152.84,84.33,119.56,175.01,165.92,165.37,172.9,165.04,166.12,140.15,151.83,151.69,159.69,106.49,105.53,19.11,258.68
129,270.63,239.91,159.09,206.68,170.98,163.62,121.31,140.04,142.49,216.25,140.77,139.84,141.2,145.98,156.32,84.62,120.51,176.11,167.84,165.93,172.16,166.38,166.12,138.28,151.83,151.92,161.1,107.71,106.94,19.51,259.92
130,275.31,241.13,167.11,206.89,170.47,165.24,122.31,141.43,145.88,223.73,141.32,140.62,142.24,147.09,160.32,85.72,121.12,178.1,169.7,166.87,172.27,166.58,166.12,138.28,151.96,152.34,163.28,111.61,110.18,21.2,272.35
131,277.21,242.58,163.42,205.74,168.85,164.42,122.31,141.2,143.17,220.78,141.57,140.73,142.29,147.09,161.23,85.13,121.12,178.1,169.7,166.87,171.47,165.87,165.5,138.01,151.96,152.43,163.09,111.75,110.18,21.51,271.76
132,281.21,241.96,171.88,223.9,190.23,171.96,127.31,145.39,152.91,220.99,145.57,144.99,146.83,151.3,164.51,87.72,123.92,184.72,175.8,172.31,176.37,170.16,170.65,142.7,157.16,157.96,168.08,115.18,113.42,28,279.01
133,287.21,248.66,172.99,230.48,196.64,175.18,127.32,146.41,160.05,233.03,147.23,146.42,148.14,153.04,153.08,82.88,125.76,188.62,179.48,175.06,177.43,171.5,172.28,144.5,159.02,160.02,171.27,116.68,114.17,21.47,279.74
134,296.21,260.5,174.15,234.66,200.36,179.02,131.32,150.17,163.17,238.62,150.64,149.62,150.72,155.84,158.76,84.78,128.33,192.46,182.85,178.99,181.38,175.85,176.63,147.37,162.36,163.53,173.73,99.86,80.88,21.53,281.27
135,296.21,260.5,172.36,232.97,197.57,179.25,132.32,151.13,162.09,237.73,151.43,150.41,151.12,155.84,170.33,90.42,128.2,192.46,182.84,178.99,181.36,175.78,176.63,147.37,162.36,163.53,173.19,99.79,82.02,19.44,280.42
136,303.52,260.59,184.19,243.73,206.78,187.67,139.53,158.34,170.14,248.37,156.88,155.86,156.74,161.06,171.68,93.42,132.55,196.46,187.04,182.99,185.64,179.88,181.63,152.37,166.18,167.33,178.46,125.79,123.19,32.85,302.38
137,309.42,262.35,185.1,246.63,209.27,189.44,141.33,159.95,171.31,250.9,157.64,156.77,157.7,162.01,173.53,93.42,133.45,201.14,190.92,187.07,189.07,182.56,186.63,157.04,169.67,170.96,183.45,134.68,132.37,37.81,305.78
138,314.31,267.07,192.17,248.3,210.1,190.49,141.33,160.17,171.31,250.85,160.29,158.87,159.2,164.33,163.45,90.17,136.17,201.35,191.7,188.4,190.92,184.6,189.45,158.64,170.94,172.35,183.48,139.96,135.96,39.78,305.02
139,314.31,267.07,184.18,248.58,210.22,190.6,141.33,160.17,171.31,250.9,160.29,158.84,159.19,164.03,174.48,95.14,135.33,201.35,191.75,188.4,191.05,184.53,190.45,159.71,170.94,172.35,185.12,139.73,135.96,29.57,304.56
140,315.42,268.07,190.5,248.3,210.1,190.49,141.33,160.17,171.31,250.97,160.29,158.87,159.2,164.33,162.58,89.97,136.17,201.35,191.67,188.4,191.23,184.63,190.45,159.71,170.94,172.35,184.44,135.77,131.69,30.1,303.23
141,315.42,268.28,183.06,249.73,210.84,190.73,141.33,160.17,171.31,250.97,159.29,158.13,158.74,163.98,174.77,95.33,135.45,201.35,191.77,188.62,191.51,184.85,190.79,159.91,171.13,172.35,184.9,138.44,135.14,40.66,303.05
142,325.16,287.66,178.97,248.65,210.37,190.64,141.33,160.17,172.48,251.3,160.25,158.84,159.19,164.38,162.2,89.97,136.43,201.35,191.71,188.62,192.23,185.7,190.79,159.91,171.13,172.35,185.05,138.67,135.53,37.23,302.55
143,317.42,270.62,179.49,251.48,212.93,192.85,142.54,161.95,174.54,253.16,162.05,160.73,161.92,167.08,165.1,91.56,137.39,206.03,195.55,192.48,195.4,189.15,195.32,163.58,175.58,177.13,188.94,141.98,143.13,50.07,313.93
144,324.42,291.62,184.41,252.07,213.14,193.51,143.33,162.76,174.53,253.72,162.5,161.57,163.26,168.5,177.55,97.4,138.27,208.75,197.76,194.67,197.3,190.92,196.32,165.18,178.6,179.43,190.98,143.7,144.95,49.93,317.11
145,324.42,288.67,186.69,251.23,211.74,194.72,144.34,164.36,175.07,258.08,166.46,164.89,166.13,172.01,172.13,92.56,141.22,213.84,203.32,200.26,201.92,196.25,203.1,170.25,184.21,185.14,193.8,148.01,143.48,40.65,319
146,339.95,298.47,203.5,259.57,221.86,200.32,151.33,170.19,181.35,265.81,170.11,168.6,169.59,177.05,180.2,104.99,150.61,216.15,206.33,203.32,208.49,203.22,206.47,174.57,186.34,187.63,195.69,149.08,144.77,38.04,317.78
147,350.84,316.6,213.12,273.39,232.3,210.2,157.35,176.81,188.02,276.91,180.71,178.71,179.41,190.36,191.53,128.35,172.71,223.76,213.33,208.9,214.54,212.02,210.62,178.04,190.46,192.4,201.65,154.33,148.43,34.92,323.28
148,353.95,321.05,212.48,276.89,234.11,212.01,157.35,177.16,189.53,279.57,178.77,177.15,178.35,184.69,198.01,106.13,151.29,224.68,213.73,208.96,209.98,203.45,210.62,178.56,190.52,192.48,201.25,156.15,147.91,36.3,321.6
149,353.74,319.53,212.64,277.47,233.92,212.11,157.35,176.77,187.83,278.58,179.32,177.6,178.56,185.22,183.85,100.88,152.32,224.68,213.8,209.01,210.41,204.42,210.62,178.56,190.52,192.48,200.94,154.98,147.34,36.07,319.26
150,361.53,318.64,200.86,277.35,233.97,212.19,157.35,176.74,188.86,279.25,178.52,177.04,178.3,185.02,198.06,107.11,152.17,224.68,213.8,209.01,209.98,203.67,210.62,178.56,190.52,192.48,201.26,155.85,147.96,35.74,317.31
151,360.42,316.75,214.25,278.53,236.18,214.58,161.14,179.89,193.58,283.85,179.52,178.47,180.32,186.51,200.03,107.72,152.54,228.57,217.63,212.8,212,205.25,213.48,181.29,194.37,196.37,205.4,160.68,151.15,57.78,339.05
152,369.42,324.11,224.81,291.56,246.56,225.12,170.57,190.06,197.29,290.91,188.22,187.5,190.54,197.68,204.25,110.43,161.48,242.42,231.5,224.29,221.9,217.03,220.97,189.15,203.97,207.19,219.88,175.25,160.07,41.31,359.44
153,372.84,330.67,226.45,293.11,248.22,228.04,173.36,192.89,202.69,295.62,192.18,191.18,193.45,200.15,219.03,118.91,164.05,245.42,234.22,227.55,225.01,219.98,224.78,192.03,206.91,210.05,223.03,176.71,166.1,68.84,354.56
154,382.53,338,242.79,298.58,252.15,230.83,174.57,195.7,204.12,297.91,194.98,194.11,197.59,205.02,222.96,122.22,167.04,256.31,244.52,238.11,234.45,229.14,232.75,197.58,217.8,220.69,235.35,184.26,173.38,51.15,367.75
155,383.31,341.34,245.35,299.03,252.47,231.08,174.57,195.93,204.6,298.25,195.14,194.54,198.06,205.67,224.83,122.81,168.28,257.18,244.99,238.67,234.62,229.36,233.61,198.9,217.93,220.82,235.82,188.32,179.98,53.39,372.47
156,391.42,345.07,247.56,306.89,258.64,236.64,179.38,200.05,207.35,304.23,200.8,199.59,202.64,210.46,230.51,123.28,171.58,262.2,249.89,243.46,239.45,233.98,236.06,199.78,222.62,225.3,237.29,187.45,180.53,50.06,369.61
157,390.53,342.28,235.06,311.07,261.64,238.57,179.38,200.43,210.06,305.83,201.25,199.84,202.76,210.81,230.05,122.77,172.13,262.2,249.9,243.41,238.75,232.26,236.06,199.78,222.69,225.3,238.65,190.25,179.44,46.78,373.57
158,391.53,344.52,230.92,311.37,261.83,238.57,179.38,199.94,209.55,305.47,201.25,199.84,202.76,210.81,229.92,122.96,172.13,263.1,250.61,244.02,238.75,232.71,236.06,199.78,222.69,225.51,239.57,185.2,170.4,56.86,373.5
159,389,336.62,230.09,312.82,263.39,238.78,179.38,199.79,209.23,305.36,201.21,199.99,202.94,211.72,211.63,116,173.42,263.1,250.65,244.01,242.1,235.18,236.06,200.3,222.56,225.51,239.75,183.97,168.84,49.53,379.61
160,384.31,333.82,230.91,312.92,263.06,238.53,179.38,199.28,206.78,304.1,201.25,200.03,202.96,211.13,230.45,122.68,172.6,263.1,250.64,244.01,241.38,234.6,236.06,200.3,222.62,225.51,239.37,183.54,168.55,48.95,381.65
161,383.21,331.93,220.61,313.11,263.14,238.31,179.38,198.9,204.97,297.69,201.25,200.03,202.96,211.13,232.53,122.68,172.89,263.1,249.23,244.01,241.69,235.36,236.06,200.3,222.62,225.51,239.6,182.93,166.63,49.34,379.35
162,382.1,342.86,222.2,313.32,263.33,237.86,179.38,197.67,201.59,289.95,202,200.55,203.21,212.14,217.07,116,173.61,263.1,249.78,244.07,242.49,236.49,236.06,200.3,222.62,225.51,239.85,176.17,157.69,48,378.75
163,382.21,342.79,221.21,312.63,262.86,237.62,179.38,197.62,202.07,293.44,202,200.52,203.19,211.72,211.8,116.59,173.43,263.1,249.23,244.01,243.21,236.28,236.06,200.82,222.5,225.5,239.97,170.53,152.33,40.41,375.86
164,382.21,341.27,222.06,312.94,262.8,235.18,174.01,194.61,193.99,275.42,201.7,200.25,203,211.31,230.47,123.19,173.53,263.1,249.35,244,241.97,235.44,236.06,199.26,222.5,225.5,239.72,171.16,153.55,36.99,375.98
165,382,339.91,217.88,310.22,257.96,230.97,165.45,191.18,181.21,260.21,202.21,200.85,203.36,212.11,209.81,115.38,175.18,263.1,248.99,243.93,244.11,238.02,236.06,199.25,222.17,225.4,238.96,162.74,141.71,28.88,379.31
166,393.52,359.51,215.19,298.51,242.87,225.59,158.3,189.86,168.72,252.42,203.41,201.85,204.06,212.63,218.24,115.37,176.07,263.1,249.74,243.93,245.09,239.58,236.06,199.78,221.22,224.76,238,155.25,130.53,23.97,374
167,394.53,360.73,213.14,277.59,215.35,217.32,148.36,187.89,149.24,243.11,203.86,202.25,204.34,212.55,231.6,123.36,174.96,263.1,248.11,243.64,245.25,238.63,236.06,198.73,219.67,222.5,236.9,148.74,120.22,18.38,372.18
168,396.21,363.03,210.94,275.67,214.74,214.94,142.59,185.63,148.06,242.57,203.32,201.77,204.13,211.35,232.69,122.97,172.46,263,247.98,243.46,245.67,238.95,236.06,198.73,217.71,218.06,234.85,139.12,114.76,11,368.78
169,384.63,336.21,208.99,273.24,211.47,212.26,135.61,181.42,144.92,240.35,203.38,201.6,203.98,211.28,208.07,107.72,171.88,263,248.37,243.49,245.61,239.79,236.06,196.64,215.36,213.26,231.67,132.24,108.23,3.68,368.25
170,382.84,337.88,204.71,263.11,198.15,205.01,125.05,176.73,133.11,234.16,202,200.64,203.44,209.51,233.98,114.93,168.69,263.58,247.9,242.83,244.58,237.96,236.06,191.93,211.68,206.93,227,127.52,102.94,1.24,375.09
171,382.52,336.71,205.59,284.53,228.02,218.82,145.38,187.95,177.66,296.2,202.96,202.35,206.32,213.71,210.16,105.08,172.13,268.59,252.43,247.42,248.68,242.9,241.57,198.38,214.91,210.43,232.92,141.8,120.42,3.37,400.11
172,382.73,336.09,206.67,263.36,199.25,207.33,128.25,180.04,137.02,239.92,204.5,203.56,206.93,213.67,235.17,117.32,172.9,270.2,252.64,248.14,250.09,243.76,242.06,199.5,215.69,211.11,234.8,144.69,122.45,4.26,410.12
173,384.52,337.48,209.76,245.82,177.24,200.9,124.08,180.06,119.41,224.93,204.96,203.79,207.04,213.72,235.12,117.32,172.98,270.1,252.25,248.24,250.07,243.17,242.06,199.5,216.88,211.78,236.05,142.44,113.21,3.98,410.62
174,384.31,336.58,208.54,245.55,177.23,200.91,125.29,182.34,120.37,226.85,204.75,203.68,207.06,213.66,236.07,116.59,172.09,272.88,254.03,250.48,250.16,244.24,242.39,199.7,217.35,212.85,237.35,135.8,109.67,1.72,404.07
175,376.63,331.68,208.49,244.13,175.55,199.23,121.3,179.77,119.51,227.36,204.2,203.22,206.63,212.39,212.17,105.79,171.37,273.1,255.86,250.17,250.22,244.45,242.39,198.65,213.72,209.43,233.1,132.64,103.28,0.73,403.49
176,363.16,326.3,223.33,233.47,167.01,196.07,122.29,178.55,133.44,265.27,200.31,199.26,201.93,206.41,236.07,111.19,165.07,272.09,251.9,249.11,249.48,242.31,242.39,192.75,198.66,198.58,221.88,123.59,96.91,0,399.58
177,359.16,321.55,220.29,229.08,161.04,189.42,109.11,168.39,123.07,256.38,200.02,197.22,197.28,206.26,215.33,118.53,182.96,271.58,250.34,246.59,250.06,247.36,242.39,185.21,177.75,182.46,212.82,114.96,89.76,0,399.38
178,358.16,310.89,257.78,263.31,194.81,192.82,94.13,155.43,133.75,260.27,197.86,193.86,192.05,199.94,217.2,109.75,176.61,271.88,255.3,238.88,247.86,241.42,242.39,170.1,151.93,161.71,205.28,105.84,75.76,0,404.66
179,367.84,334.23,222.51,256.79,186.69,187.37,82.58,151.69,123.67,252.45,201.14,198.68,198.79,202.92,208.38,102.24,176.09,269.85,243.11,230.89,244.98,236.07,238.82,160.9,142.18,155.6,203.57,104.3,74.87,0,408.69
180,351.37,303.36,218.18,252.21,181.82,184.28,75.59,147.32,119.05,249.83,201.5,198.29,195.93,198.18,203.06,98.85,173.88,269.54,242.42,227.52,243.38,232.54,236.15,155.44,137.09,152.8,198.67,102.36,68.13,0,402.49
181,351.37,298.68,215,246.32,173.02,177.7,61.04,139.64,110.46,249.93,198.15,194.46,190.28,190.83,209.61,94.1,167.93,262.39,236.26,218.7,239.88,225.22,228.83,144.34,124.3,147.07,191.53,98.55,62.24,0,396.72
182,344,288.94,210.61,240.39,166,171.77,49.08,131.07,105.49,243.99,192.46,186.74,178.16,178.78,200.27,87.61,161.3,261.05,234.48,213.09,234.41,215.98,220.85,132.44,116.67,142.83,178.55,93.41,55.75,0,390.66
183,339.42,276.34,206.66,235.8,159.42,163.36,31.91,119.59,99.63,233.37,185.76,177.53,164.25,160.94,208.27,82.23,149.84,257.88,230.88,207.64,216.66,196.22,207.33,117.75,107.79,139.1,169.24,86.88,48.48,0,376.6
184,342.63,263.69,199.84,213.34,139.91,144.07,5.13,97.85,81.61,211.43,173.62,160.78,140.73,130.4,201.02,63.23,128.85,248.55,221.58,196.27,189.43,170.4,186.85,92.97,91.52,129.07,157.79,80.97,38.68,0,367.15
185,337.84,255.12,192.89,200.23,130.85,132.83,0.77,76.37,73.4,201.65,161.47,142.03,113.5,99.61,197.5,54.51,112.52,244.06,217.44,190.6,162.17,149,163.97,72.36,81.52,124.1,144.47,76.25,34.83,0,358.08
186,339.95,252.09,176.33,178.18,110.33,130.8,5.76,78.23,63.95,198.61,155.85,135.91,105.33,92.81,185.52,54.41,110.9,244.95,217.75,189.67,155.41,141.58,155.77,68.65,80.89,124.07,137.49,75.23,34.91,0,357.76
187,341.16,252.87,192.48,184.99,115.65,135.97,7.78,80.72,69.59,207.38,158.3,137.75,105.49,92.38,187.1,57.63,113.07,237.38,211.52,184.08,146.76,132.78,144.56,63.87,79.42,122.25,135.56,74.33,34.35,0,354.05
188,341.84,257.82,230.3,211.66,141.03,138.59,2.79,77.19,91.21,243.86,157.65,136.3,103.48,89.88,195.78,55.57,110.05,238.63,218.26,177.1,125.51,110.73,121.31,53.57,74.28,118.44,126.7,72.57,32.05,0,349.65
189,356.58,275.63,187.92,207.93,137.4,134.19,0.78,72.03,78.6,215.09,157.17,134.46,100.13,85.42,193.34,53.34,107,221.22,197.57,167.49,119.24,104.12,114.52,49.9,67.85,111.94,118.51,71.86,28.65,0,341.95
190,349.89,270.21,184.15,204.2,134.68,136.03,0.81,81.63,82.1,227.05,168.52,150.88,121.74,103.24,192.28,53.02,114.24,210.9,190.7,161.32,117.45,102.77,112.95,48.95,66.2,107.6,113.21,71.46,28.15,0,335.05
191,346.89,268.23,217.7,203.48,134.18,135.55,0.8,81.39,82.02,227.05,167.07,149.87,121.23,103.14,190.75,53.02,114.13,213.78,200.92,159.94,117.24,102.84,112.24,48.55,65.39,104.23,103.39,70.62,28.21,0,323.14
192,343.1,263.48,173.96,197.54,130.54,131.46,0.78,78.05,73.66,207.47,163.14,145.72,116.88,99.1,186.22,50.73,110.82,182.37,169.97,143.34,112.65,96.8,108.63,46.6,60.57,94.93,90.45,63.82,25.92,0,309.07
193,330.63,252.27,216.67,186.46,123.59,124.17,0.75,72.49,67.33,198.64,156.86,138.31,108.53,90.89,164.61,44.4,104.11,188.54,181.39,140.64,105.97,89.94,100.75,42.31,56.13,88.67,81.44,56.78,22.27,0,297.75
194,314.95,236.55,210.47,169.64,113.01,113.23,0.7,63.81,57.82,185.34,146.59,126.74,95.55,78.11,151.34,37.45,92.88,171.7,165.13,127.43,95.05,78.52,88.34,35.92,49.34,79.12,74.39,48.56,17.45,0,276.7
195,303.95,222.34,204.6,152.15,102.08,101.28,0.64,54.67,48.53,173.03,135.95,114.6,83.64,63.99,151.92,31.48,78.93,164.58,157.59,123.67,97.27,78.9,87.84,35.17,44.08,72.38,68.75,41.68,13.69,0,271.76
196,297,195.03,205.81,152.97,102.48,101.56,0.64,54.62,48.29,172.16,134.95,113.78,83.22,63.6,141.98,30.12,78.89,166.54,159.65,125.29,97.17,78.48,88.64,35.57,44.67,73.36,69.02,40.87,13.53,0.04,268.6
197,308.84,213.2,207.9,153.51,100.08,102.89,0.65,55.76,44.13,163.01,134.49,114.25,84.24,64.9,153.08,33.17,80.07,166.47,159.46,125.08,98.35,78.85,89.6,35.96,44.77,73.19,69.61,41.49,14.06,0,269.58
198,312.37,226.96,228.26,171.98,117.16,115.8,8.67,66.24,58.05,182.84,141.84,122.88,93.72,71.43,155.32,43.1,87.97,187.51,179.02,138.01,82.67,73.03,80.26,37.61,54.5,84.23,81.42,44.56,20.78,0.39,273.34
199,348.68,254.86,225.01,185.78,128.48,123.08,15.86,67.02,66.96,198.1,140.9,116.66,83.68,64.76,183.46,54.98,91.41,196.76,186.58,148.14,103.49,95.28,94.16,51.98,64.41,94.74,88.59,46.89,20.54,1.05,273.88
200,330.68,228.59,202.64,190.12,129.52,126.86,16.88,69.15,64.3,190.24,143.14,118.85,85.03,64.52,189.08,56.05,91.51,198,186.35,152.93,96.76,93.44,96.97,53.71,66.69,96.43,88.18,49.16,23.39,0.11,271.73
201,335.16,233.61,198.92,162.97,100.49,120.69,16.89,70.12,47.89,173.53,140.75,117.38,83.72,59.18,183.97,50.95,79.32,192.36,178.04,154.99,87.85,82.65,96.12,52.04,69.13,100.25,88.75,45.83,22.17,0,263.57
202,363.79,270.63,232.02,183.7,122.99,122.54,4.56,70.82,59.53,190.04,154.63,134.37,103.68,84.47,171.37,52.18,100.75,203.11,191.66,153.96,120.77,97.29,112.94,54,61.26,93.55,88.5,41.44,16.59,0,257.07
203,374.37,271.08,203.75,190.72,123.38,127.15,1.8,72.8,56.04,185.73,160.04,139.39,107.43,84.92,177.64,57.63,103.83,197.02,181.86,160.07,115.51,99.87,113.55,57.16,71.03,103.47,90.6,39.49,15.1,0,270.91
204,376.47,267.01,241.17,190.63,126.66,125.4,0.98,71.04,61.04,195.83,160.65,139.82,107,85.88,189.39,55.25,104.17,201.28,192.45,154.88,123.84,100.95,114.39,50.77,62.41,95.1,87.23,38.38,13.35,0,252.53
205,374.26,257.04,228.07,180.32,119.8,117.72,0.73,63.26,52.44,184.32,154.91,132.15,97.6,74.84,164.47,38.17,92.69,190.84,180.08,144.07,102.77,80.71,90.74,36.52,53.82,87.92,81.08,34.29,8.5,0,229.66
206,362.84,256.88,220.2,162.78,108.61,104.55,0.66,55.16,41.36,166.95,143.83,119.05,84.81,58.58,173.07,30.69,77.39,193.02,182.18,144.59,99.82,77.36,82.05,32.87,46.85,80.67,70.72,27.78,2.49,0,219.79
207,352.42,241.13,220.61,141.75,94.82,89.11,0.58,47.57,24.95,143.07,128.95,101.27,67.56,46.02,139.98,19.42,57.79,165.96,154.31,122.28,76.34,54.36,66.13,27.98,34.35,66.9,60.16,20.34,0.64,0,224.39
208,365.53,238.52,201.06,122.23,80.83,76.96,0.52,38.11,13.71,113.75,107.78,77.47,46.11,35.26,114.76,7.21,40.02,171.52,148.99,124.4,57.26,39.14,56.2,21.72,27.72,67.74,52.22,12.89,0.23,0,196.2
209,361.79,223.95,189.46,105.53,69.76,65.66,0.46,30.74,5.3,88.08,85.68,54.33,30.49,26.9,91.64,0,29.93,149.38,127.52,109.83,39.32,24.3,46.47,15.46,22.49,59.9,42.5,8.84,0.09,0,182.38
210,357.16,209.81,182.3,95.36,64.44,58.35,0.42,26.07,0.51,69.52,73.67,40.09,21.64,21.23,79.62,0,22.71,133.61,114.25,100.63,26.73,13.53,41.31,12.33,19.28,55.5,36.34,6.37,0.02,0,180.52
211,342.63,196.09,183.09,99.28,67.37,61.43,2.64,28.99,2.48,71.65,73.86,41.24,22.61,22.95,79.34,0.39,24.63,130.77,112.18,98.66,26.51,13.92,36.87,11.04,19.78,55.5,36.78,7.12,0.03,0,173.99
212,341.52,194.68,181.51,100.1,65.89,62.91,3.44,29.45,4.12,69.6,73.99,41.52,22.74,22.74,83.49,0.72,24.53,130.76,111.88,98.22,26.51,13.92,37.06,10.97,19.78,55.45,34.93,6.63,0.03,0,172.63
213,347.37,205.44,180.75,99.93,67.57,61.07,0.44,27.67,2.98,73.22,70.12,39.45,21.41,21.16,82.68,0.39,22.96,129.87,111.32,97.75,25.06,12.1,36.63,10.96,19.19,55.1,33.16,6.5,0.01,0,169.43
214,345.84,197.86,180.77,88.7,61.24,54.9,0.4,24.95,0.04,64.73,64.27,34.09,18.18,19.1,76.33,0,20.6,128.54,110.84,98.41,24.03,9.67,41.14,11.54,18.47,54.64,32.18,5.2,0,0,233.26
215,345.26,195.35,188.97,82.89,58.53,48.95,0.36,21.36,0.03,52.48,58.89,27.6,13.84,15.13,65.46,0,16.15,113.56,99.1,89.86,21.25,3.32,38.57,9.59,15.93,51.14,44.32,3.12,0,0,228.78
216,336.52,181.21,177.96,75.32,55,41.15,0.31,17.25,0.03,41.66,50.42,21.97,10.28,11.64,64.79,0,14.58,103.39,91.64,85.7,17.95,0.13,35.14,7.24,13.77,47.96,38.94,0.91,0,0,216.99
217,322.21,160.37,198.61,65.28,49.95,31.84,0.24,12.45,0.02,28.16,43.68,18.5,8.66,8.9,51.8,0,13.3,78.5,70.82,73.66,13.15,0,29.62,3.33,10.06,40.99,32.99,0,0,0,204.08
218,285.1,125.53,168.79,54.92,44.05,23.66,0.19,9.86,0.01,7.83,36.57,14.91,6.98,7.51,40.44,0,11.46,50.78,47.98,58.61,8.69,0,22.96,0,5.23,31.25,24.69,0,0,0,189.95
219,262.1,104.19,157.92,48.43,40.52,18.77,0.16,8.49,0,4.05,32.79,12.91,6.04,6.99,30.89,0,10.43,35.71,36.69,51.55,6.46,0,21.21,0,4.15,27.29,21.98,0,0,0,175.51
220,263,104.11,156.69,54.25,43.43,22.56,0.19,10.37,5,13.29,35.51,14.97,7.09,7.3,30.93,0,10.53,28.74,32,49.24,6.35,0,21.4,0,3.79,25.76,20.3,0,0,0,171.68
221,264.89,106.86,144.71,56.36,46.05,23.32,0.19,10.67,8.46,21.01,37.29,16.42,8.03,8.11,40.7,1.64,12.02,29.42,31.26,49.55,6.24,1.46,16.04,0.39,4.93,27.4,21.42,0,0,0,172.4
222,198.26,83.61,159.69,56.32,45.09,23.49,0.2,10.79,7.83,19.88,36.98,15.61,7.39,7.8,38.82,0.32,11.31,28.97,32.24,51.07,6.48,0,21.99,0,4.2,27.14,21.09,0,0,0,167
223,116.26,49.2,152.5,49.06,41.65,18.9,0.17,8.72,0.29,10.59,34.11,13.43,6.28,7.2,30.9,0,10.24,17.61,24.03,45.36,4.45,0,19.85,0,2.98,23.01,18.29,0,0,0,164.36
